timestamp,value,status
2026-02-03 19:41:41.276,5526.19,Critical
2026-02-03 19:41:46.265,5526.19,Critical
2026-02-03 19:41:51.252,5526.19,Critical
2026-02-03 19:42:01.525,5607.32,Critical
2026-02-03 19:42:06.561,5607.32,Critical
2026-02-03 19:42:11.523,5638.34,Critical
2026-02-03 19:42:16.524,5638.34,Critical
2026-02-03 19:42:21.502,5638.34,Critical
2026-02-03 19:42:27.381,5638.93,Critical
2026-02-03 19:42:32.097,5638.93,Critical
2026-02-03 19:42:37.060,5637.14,Critical
2026-02-03 19:42:42.054,5637.14,Critical
2026-02-03 19:42:47.065,5637.14,Critical
2026-02-03 19:42:52.064,5635.36,Critical
2026-02-03 19:42:57.066,5635.36,Critical
2026-02-03 19:43:02.066,5635.36,Critical
2026-02-03 19:43:07.081,5633.57,Critical
2026-02-03 19:43:12.068,5633.57,Critical
2026-02-03 19:43:17.094,5633.57,Critical
2026-02-03 19:43:22.070,5631.78,Critical
2026-02-03 19:44:00.401,5628.2,Critical
2026-02-03 19:44:29.328,5624.62,Critical
2026-02-03 19:45:00.067,5624.62,Critical
2026-02-03 20:10:53.596,5564.37,Critical
2026-02-03 20:10:58.584,5579.06,Critical
2026-02-03 20:11:03.592,5589.54,Critical
2026-02-03 20:11:08.572,5589.5,Critical
2026-02-03 20:11:13.599,5595.67,Critical
2026-02-03 20:11:22.516,5606.85,Critical
2026-02-03 20:11:27.564,5610.39,Critical
2026-02-03 20:11:32.524,5613.32,Critical
2026-02-03 20:11:38.425,5624.38,Critical
2026-02-03 20:11:43.069,5626.39,Critical
2026-02-03 20:11:48.090,5628.3,Critical
2026-02-03 20:11:53.086,5623.3,Critical
2026-02-03 20:11:58.067,5625.12,Critical
2026-02-03 20:12:03.113,5626.78,Critical
2026-02-03 20:12:08.064,5622.66,Critical
2026-02-03 20:12:13.067,5624.24,Critical
2026-02-03 20:12:18.101,5625.68,Critical
2026-02-03 20:12:23.097,5622.2,Critical
2026-02-03 20:12:28.069,5623.58,Critical
2026-02-03 20:12:33.110,5624.87,Critical
2026-02-03 20:13:00.401,5623.19,Critical
2026-02-03 20:14:00.067,5621.81,Critical
2026-02-03 20:15:00.381,5619.67,Critical
2026-02-03 20:16:00.319,5601.35,Critical
2026-02-03 20:16:10.470,5547.67,Critical
2026-02-03 20:16:15.767,5547.67,Critical
2026-02-03 20:22:52.103,5368.71,Critical
2026-02-03 20:22:57.081,5368.71,Critical
2026-02-03 20:23:02.095,5368.71,Critical
2026-02-03 20:23:08.087,5559.6,Critical
2026-02-03 20:23:13.073,5559.6,Critical
2026-02-03 20:23:18.066,5559.6,Critical
2026-02-03 20:23:23.074,5597.77,Critical
2026-02-03 20:23:28.063,5597.77,Critical
2026-02-03 20:23:33.083,5597.77,Critical
2026-02-03 20:23:38.054,5597.77,Critical
2026-02-03 20:23:43.075,5597.77,Critical
2026-02-03 20:23:48.075,5597.77,Critical
2026-02-03 20:23:53.060,5597.77,Critical
2026-02-03 20:23:58.068,5597.77,Critical
2026-02-03 20:24:03.084,5597.77,Critical
2026-02-03 20:24:29.986,5597.77,Critical
2026-02-03 20:24:32.132,5597.77,Critical
2026-02-03 20:24:38.080,5597.77,Critical
2026-02-03 20:24:43.082,5597.77,Critical
2026-02-03 20:24:48.082,5597.77,Critical
2026-02-03 20:24:53.058,5597.77,Critical
2026-02-03 20:24:58.056,5597.77,Critical
2026-02-03 20:25:03.065,5597.77,Critical
2026-02-03 20:25:08.068,5597.77,Critical
2026-02-03 20:25:13.110,5597.77,Critical
2026-02-03 20:25:13.246,5597.77,Critical
2026-02-03 20:25:16.589,5597.77,Critical
2026-02-03 20:25:22.056,5597.77,Critical
2026-02-03 20:25:27.076,5597.77,Critical
2026-02-03 20:25:32.085,5597.77,Critical
2026-02-03 20:25:37.054,5597.77,Critical
2026-02-03 20:25:42.053,5597.77,Critical
2026-02-03 20:25:47.070,5597.77,Critical
2026-02-03 20:25:52.049,5597.77,Critical
2026-02-03 20:25:57.060,5597.77,Critical
2026-02-03 20:26:01.562,5597.77,Critical
2026-02-03 20:26:06.574,5597.77,Critical
2026-02-03 20:26:11.595,5597.77,Critical
2026-02-03 20:26:14.030,5597.77,Critical
2026-02-03 20:26:18.783,5597.77,Critical
2026-02-03 20:26:23.793,5606.36,Critical
2026-02-03 20:26:28.809,5606.36,Critical
2026-02-03 20:26:33.824,5606.36,Critical
2026-02-03 20:26:38.793,5624.62,Critical
2026-02-03 20:26:43.805,5624.62,Critical
2026-02-03 20:26:48.796,5624.62,Critical
2026-02-03 20:26:53.786,5630.7,Critical
2026-02-03 20:26:59.360,5630.7,Critical
2026-02-03 20:27:04.089,5630.7,Critical
2026-02-03 20:27:09.063,5636.82,Critical
2026-02-03 20:27:14.084,5636.82,Critical
2026-02-03 20:27:18.801,5636.82,Critical
2026-02-03 20:27:24.070,5636.82,Critical
2026-02-03 20:27:29.059,5636.82,Critical
2026-02-03 20:27:34.065,5636.82,Critical
2026-02-03 20:27:39.097,5636.43,Critical
2026-02-03 20:27:44.052,5636.43,Critical
2026-02-03 20:27:49.068,5636.43,Critical
2026-02-03 20:27:54.078,5631.78,Critical
2026-02-03 20:27:59.071,5631.78,Critical
2026-02-03 20:28:04.081,5631.78,Critical
2026-02-03 20:28:09.070,5620.27,Critical
2026-02-03 20:28:14.089,5620.27,Critical
2026-02-03 20:28:19.054,5620.27,Critical
2026-02-03 20:28:24.075,5620.27,Critical
2026-02-03 20:28:29.092,5620.27,Critical
2026-02-03 20:28:34.059,5620.27,Critical
2026-02-03 20:28:39.079,5620.27,Critical
2026-02-03 20:28:44.064,5620.27,Critical
2026-02-03 20:29:00.377,5620.27,Critical
2026-02-03 20:30:00.067,5620.27,Critical
2026-02-03 20:30:07.873,5620.27,Critical
2026-02-03 20:30:08.798,5620.27,Critical
2026-02-03 20:30:13.777,5620.27,Critical
2026-02-03 20:30:19.072,5620.27,Critical
2026-02-03 20:30:24.061,5620.27,Critical
2026-02-03 20:30:29.081,5620.27,Critical
2026-02-03 20:30:34.063,5620.27,Critical
2026-02-03 20:30:39.080,5620.27,Critical
2026-02-03 20:30:40.126,5620.27,Critical
2026-02-03 20:30:44.091,5620.27,Critical
2026-02-03 20:30:50.051,5620.27,Critical
2026-02-03 20:30:55.066,5620.27,Critical
2026-02-03 20:31:00.061,5620.27,Critical
2026-02-03 20:31:04.096,5620.27,Critical
2026-02-03 20:31:06.212,5620.27,Critical
2026-02-03 20:31:11.228,5616.86,Critical
2026-02-03 20:31:16.216,5616.86,Critical
2026-02-03 20:31:21.237,5616.86,Critical
2026-02-03 20:31:26.242,5578.69,Critical
2026-02-03 20:31:31.228,5578.69,Critical
2026-02-03 20:31:38.209,5425.98,Critical
2026-02-03 20:31:43.229,5425.98,Critical
2026-02-03 20:31:48.187,5425.98,Critical
2026-02-03 20:31:48.533,5425.98,Critical
2026-02-03 20:31:50.021,5425.98,Critical
2026-02-03 20:31:51.971,5425.98,Critical
2026-02-03 20:31:53.602,5425.98,Critical
2026-02-03 20:31:55.684,5425.98,Critical
2026-02-03 20:32:00.695,5425.98,Critical
2026-02-03 20:32:03.182,5425.98,Critical
2026-02-03 20:32:06.306,5425.98,Critical
2026-02-03 20:32:11.293,5569.14,Critical
2026-02-03 20:32:16.286,5569.14,Critical
2026-02-03 20:32:21.300,5569.14,Critical
2026-02-03 20:32:26.281,5597.77,Critical
2026-02-03 20:32:31.324,5597.77,Critical
2026-02-03 20:32:32.793,5597.77,Critical
2026-02-03 20:32:37.754,5624.62,Critical
2026-02-03 20:32:43.384,5624.62,Critical
2026-02-03 20:32:48.064,5624.62,Critical
2026-02-03 20:32:51.101,5624.62,Critical
2026-02-03 20:32:55.191,5622.83,Critical
2026-02-03 20:33:00.154,5622.83,Critical
2026-02-03 20:33:03.004,5622.83,Critical
2026-02-03 20:33:05.259,5622.83,Critical
2026-02-03 20:33:06.672,5629.59,Critical
