timestamp,value,status
2026-01-01 14:46:00.524,86.29,Critical
2026-01-01 14:46:15.983,86.27,Critical
2026-01-01 14:47:02.854,86.22,Critical
2026-01-01 14:47:18.623,86.22,Critical
2026-01-01 14:47:34.581,86.22,Critical
2026-01-01 14:48:06.237,86.22,Critical
2026-01-01 14:48:39.066,86.22,Critical
2026-01-01 14:48:55.238,86.22,Critical
2026-01-01 14:49:27.973,85.69,Critical
2026-01-01 14:50:01.505,86.22,Critical
2026-01-01 14:50:18.431,86.22,Critical
2026-01-01 14:50:51.531,86.22,Critical
2026-01-01 14:51:25.032,86.23,Critical
2026-01-01 14:51:41.733,86.22,Critical
2026-01-01 14:51:58.107,86.22,Critical
2026-01-01 14:52:14.881,86.22,Critical
2026-01-01 14:52:32.002,86.23,Critical
2026-01-01 14:53:22.060,86.22,Critical
2026-01-01 14:53:38.596,86.22,Critical
2026-01-01 14:53:55.586,86.22,Critical
2026-01-01 14:54:14.407,86.22,Critical
2026-01-01 14:54:33.189,86.22,Critical
2026-01-01 14:55:22.763,86.22,Critical
2026-01-01 14:56:46.324,86.23,Critical
2026-01-01 14:57:05.826,86.08,Critical
2026-01-01 14:57:23.636,86.08,Critical
2026-01-01 14:57:40.905,86.08,Critical
2026-01-01 14:57:57.670,86.08,Critical
2026-01-01 14:58:14.699,86.08,Critical
2026-01-01 14:58:54.663,86.08,Critical
2026-01-01 14:59:11.003,86.08,Critical
2026-01-01 14:59:44.717,86.07,Critical
2026-01-01 15:00:02.240,86.08,Critical
2026-01-01 15:00:20.653,86.08,Critical
2026-01-01 15:00:37.171,86.08,Critical
2026-01-01 15:00:54.253,86.08,Critical
2026-01-01 15:01:10.939,86.08,Critical
2026-01-01 15:01:27.726,86.07,Critical
2026-01-01 15:01:44.158,86.07,Critical
2026-01-01 15:02:00.806,86.08,Critical
2026-01-01 15:02:18.224,86.08,Critical
2026-01-01 15:02:35.743,86.08,Critical
2026-01-01 15:02:52.132,86.08,Critical
2026-01-01 15:03:26.456,86.08,Critical
2026-01-01 15:04:02.027,86.08,Critical
2026-01-01 15:04:19.341,86.08,Critical
2026-01-01 15:04:57.142,86.07,Critical
2026-01-01 15:05:30.477,86.07,Critical
2026-01-01 15:05:47.288,86.07,Critical
2026-01-01 15:06:03.983,86.08,Critical
2026-01-01 15:06:20.657,86.08,Critical
2026-01-01 15:06:53.606,86.07,Critical
